client_id,industry,sub_industry,region,company_size,annual_revenue_usd,contract_value_usd,contract_length_months,tenure_months,product_usage_hours_3m,product_usage_hours_12m,login_frequency_30d,active_users,licensed_users,analyst_calls_6m,support_tickets_6m,support_escalations_6m,avg_resolution_time_hrs,nps_score,survey_response_count_12m,discount_percent,account_notes,churn_flag
C_25774,Heathcare,,LATAM,500+,160421.5589,,24,48.77536905,133.4586007,807.9453443,2.587825824,4,10,1,4,2,65.31426594,90,3,,N/A,0
C_25775,Energy,Data,EUrope,5000,131342.3778,103309.1207,36 mnth,21.51159062,104.3362746,633.4962258,6.810292698,7,,3,,0,48.91857448,-14,2,,,0
C_25776,Healthcare,Payments,Middle East,,84201.90086,15304.76061,24,,121.1593237,599.4195188,0.16080734,1,,2,5,0,,4,1,20,,0
C_25777,Manufacturing,E-commerce,Middle East,500+,33351.18439,5866.450818,48,2.840940863,,368.7565717,6.30469312,,,,2,0,,-64,2,20,renewal likely,0
,Manufacturing,,Middle East,,338647.3717,98253.06551,,6.343444297,184.0802426,743.4121915,13.43760557,,100,,3,3,20.72199364,-28,1,0,,0
C_25779,Energy,None,,,11212.02173,,,75.10631061,101.8692447,646.7426394,3.944379377,3,20,5,2,,,,1,0,integration problem,0
,Energy,none,Middle East,1000,75814.37559,110834.4056,36,37.51762639,150.0646818,433.7530732,2.594041386,,5,2,1,1,,-74,3,, executive sponsor left ,0
C_25781,Manufacturing,Infra,LATAM,,8878.849158,110359.2352,12 months,14.28620652,110.0982645,486.8859272,1.87503761,,,,,1,66.23628354,-99,1,,,0
C_25782,Finance,Payments,Middle East,500,102290.083,51649.61338,48,40.30608944,17.67412388,,2.72956525,3,,2,6,1,,-11,4,,pricing issue,0
C_25783,Manufacturing,Infra,,1k,80784.68892,,12 months,,135.3137466,,15.11745182,8,100,3,4,0,,89,1,5,low usage,0
,Finance,Infra,EUrope,10000,931201.9639,95653.62967,36,87.57428728,,1025.681413,10.69876249,1,50,5,3,0,,-100,2,20,needs training,0
C_25785,,Data,N. America,,,182549.7788,24,16.77608052,207.0304101,321.8186264,1.307728893,9,100,2,1,2,,23,0,20%,renewal likely,0
,Finance,None,Middle East,1k,22555.67737,132838.5335,36,5.426605275,302.3198776,,0.43431504,1,100,3,3,,4.573515585,-42,2,0,,0
C_25787,Technology,Payments,,,4840.984898,,36 mnth,28.46854198,90.67563681,300.9017331,9.270365533,5,5,3,5,0,64.39422992,-40,1,,needs training,0
C_25788,Technology,Cloud,Europe,,36386.35697,21221.94205,,19.98719661,96.78246996,752.5089359,14.94126582,,5,2,,,44.00644046,13,2,,neutral,0
C_25789,TECH,None,LATAM,200,129584.5494,68428.71628,36 mnth,4.558573336,130.0534591,568.5078325,4.059376491,12,5,,,2,61.98152595,-76,2,10,integration problem,0
C_25790,Retail,Cybersecurity,Europe,10000,85196.29581,63147.34072,,64.37877985,163.0189533,438.8102608,20.69391313,6,10,,3,0,5.509946386,-12,2,15,needs training,0
,Energy,Data,EUrope,5000,46602.21483,80720.72402,12,,138.8543493,349.1438543,2.64936442,7,100,2,5,2,90.33093496,,1,0,,0
C_25792,SaaS,Data,,500+,334905.0519,75722.70584,,44.72236501,84.56214044,321.953928,19.24617622,6,5,,3,1,52.9654947,,1,0,,0
,Finanace,Payments,Europe,200,381644.4224,106089.8381,36 mnth,53.73742319,86.58503528,,1.627352726,5,100,0,,0,15.30715405,63,0,20,integration problem,0
C_25794,Finance,Data,LATAM,500+,5937.323517,96313.07259,36,6.650904095,,439.978112,2.413951858,7,5,3,3,0,,17,0,,,0
C_25795,SaaS, ai,LATAM,50,130660.6754,165310.562,,42.66936217,,650.947558,11.82952984,5,10,4,,1,77.20700936,-100,3,,,0
C_25796,TECH,E-commerce,N. America,10k,317794.8942,78250.48938,,32.06637859,,369.3677219,22.21522861,4,5,,8,0,,,,20%,integration problem,0
C_25797,Retail,E-commerce,Middle East,1000,39644.06606,94652.96561,12 months,53.30375719,96.71421258,566.0001717,8.029799709,4,50,1,4,1,83.7917103,86,,20,bad experince,0
C_25798,saas,,EUrope,200,353805.2117,,12 months,9.40526456,,625.4461893,7.54382804,4,5,1,4,1,21.47507132,97,,,neutral,0
C_25799,SaaS,Data,APAC,500,55800.87197,79381.0432,,11.65209629,-30.80774211,481.9845093,37.04080776,9,100,2,1,0,42.79731079,-80,2,10%,pricing issue,0
C_25800,Technology,N/A,LATAM,5000,128672.7296,,36,19.0256723,67.66587165,350.1369273,6.217921072,,,3,6,1,67.25817152,21,1,15,neutral,0
C_25801,Heathcare,Cloud,LATAM,50,10504.61333,47659.06633,48,3.982582154,,238.8750245,1.611141868,,20,,4,2,33.8208429,17,1,10%,neutral,0
C_25802,Retail,,N. America,5000,27023.08741,,12 months,12.09022742,178.7966452,664.1945877,21.710589,5,5,2,2,,73.85607157,25,3,,,0
C_25803,,Payments,Middle East,50,481867.5928,80640.23982,48,,,522.5427895,1.082481336,6,,1,0,,46.92090985,98,2,20%, needs tr@ining ,0
,Healthcare,E-commerce,LATAM,1k,1065965.019,34561.5906,12 months,7.254841959,109.4449732,680.4509032,9.834635442,4,50,1,4,,48.9937837,-93,0,10,executive sponsor left,0
C_25805,TECH,Cybersecurity,LATAM,5000,659903.8082,105874.4086,36 mnth,5.284116902,105.3887319,537.2181082,4.078122638,6,10,1,4,,48.16880829,69,2,20,low usage,0
C_25806,Energy,Data,LATAM,50,,,,0.553840697,127.4325066,570.6665807,0.413831602,5,20,2,5,0,22.42995546,6,2,,neutral,0
,Energy,E-commerce,europe,,44192.80949,,24,11.79702663,78.58628705,714.1422372,15.82050353,3,100,3,3,,,-2,1,15,,0
C_25808,,Cybersecurity,North America,,290324.7311,116264.6824,,,132.1399408,691.3235301,0.736287258,6,,0,1,0,,,1,10%,low usage,0
C_25809,TECH,None,APAC,5000,,55665.61475,48,6.455862277,151.1115075,531.424552,18.45036294,3,,,6,0,37.3206229,39,,5,renewal likely,0
C_25810,,Data,N. America,5000,117665.6819,149759.1382,,12.93838942,,189.187043,3.63818308,4,,2,2,2,8.040756861,25,5,,executive sponsor left,0
C_25811,,Cybersecurity,,10k,56405.72407,69055.31584,36,,133.3370573,201.6660489,1.405614119,12,100,1,2,1,,37,0,20%,,0
C_25812,TECH,,,500+,194031.7741,72566.76126,12,,82.60271946,,5.737710497,8,,2,,5,,95,0,,pricing issue,0
,TECH,N/A,N. America,50,52561.4704,192047.1186,36 mnth,5.410985516,,534.9149754,5.198173405,4,10,,2,1,2.718433952,-71,0,10%,,0
C_25814,SaaS,,North America,,37377.78372,127624.7386,36 mnth,13.04756633,122.6945138,605.1496176,1.719386692,7,,5,,0,58.19221879,6,0,20%,integration problem,0
C_25815,Retail,Data,LATAM,200,19286.96204,87387.34804,36 mnth,12.62957347,183.5923152,350.4211107,17.90608497,,5,2,3,1,51.79981014,-83,2,,needs training,0
C_25816,Retail,Cybersecurity,Middle East,200,330904.9382,142741.3646,24,,,678.4946983,13.42890984,4,10,2,0,,60.53651228,85,1,,satisfied,0
,SaaS,,EUrope,,33567.64424,129703.8359,36 mnth,2.421986456,,396.4163767,,4,,0,2,0,88.66855475,-15,0,,neutral,0
C_25818,Manufacturing,,EUrope,200,35109.32525,,,16.20605876,179.6970454,170.4158164,3.99858677,6,20,1,4,,36.0729805,-99,1,,executive sponsor left,0
C_25819,TECH,Infra,,1000,346733.0615,,12,18.38718409,71.01591927,355.853206,3.271669238,6,,0,4,0,50.12298873,-45,4,10%,needs training,0
C_25820,Heathcare,Infra,N. America,,548002.4405,80478.46615,36,18.55173519,,881.8536887,7.600623876,5,100,3,2,,48.77037703,12,3,0,neutral,0
C_25821,SaaS,None,EUrope,5000,385787.751,117999.1051,12 months,30.48630325,166.1983175,491.7481319,13.21157038,4,,1,4,0,,70,1,,,0
,N/A,,APAC,10k,1582516.344,151442.6957,12,24.63155453,45.06326561,599.5205736,5.01509836,6,5,,5,0,83.80105377,56,1,,pricing issue,0
C_25823,,Cloud,LATAM,10k,32864.09651,49700.86488,12,29.54155592,-43.57556801,730.7000362,3.432485303,7,20,0,3,0,,71,3,0,bad experince,0
C_25824,,AI,North America,,98005.80916,87956.34735,12,40.65756081,,566.1665459,18.05682277,8,5,,2,0,44.74090432,88,2,,,0
,Manufacturing,None,,10k,,102690.5554,,243.2707708,70.033664,600.5530094,5.582080053,7,,,3,2,,59,0,15,needs training,0
,Healthcare,Data,North America,1000,58164.35791,,,2.774840152,106.0273002,499.21939,11.42472026,5,,,2,,0.760687281,-57,1,5,,0
,TECH,,APAC,10k,27292.84252,,36,5.238400313,,565.611596,6.451828698,6,,,3,,33.82196005,34,5,,,0
C_25828,,E-commerce,North America,1000,106641.7001,,24,29.19289537,143.2135868,418.3884677,11.98375682,4,50,,4,0,,-34,0,10,,0
,Finance,AI,APAC,10k,272910.9549,,12 months,96.97127591,177.2848158,629.8221306,39.59953696,2,20,1,8,1,,74,2,20%,renewal likely,0
C_25830,TECH, data ,APAC,500,14872.57897,126314.8071,12 months,,,434.2535531,1.37611472,8,10,3,2,1,37.14489645,58,1,10,,0
C_25831,Healthcare,Infra,EUrope,5000,64241.51332,,,12.19962339,115.6594294,423.8034918,1.389795027,4,,1,6,1,26.46500546,13,1,,low usage,0
C_25832,Manufacturing,Data,LATAM,,53996.74159,66089.46562,48,,125.7015967,629.1352926,3.011721816,4,,4,3,0,,-23,,,,0
C_25833,Energy,Payments,North America,,,103819.6428,24,17.60898824,58.00853759,335.3722553,29.84897584,9,5,2,7,0,5.854087347,73,0,5,neutral,0
C_25834,Finance,E-commerce,,50,133552.6734,,48,10.22772583,203.5748014,604.5304033,22.65729134,8,50,,,3,,-58,2,,,0
,Technology,None,APAC,,44583.19582,,48,38.05828264,218.0149875,291.5047736,,7,50,1,3,1,,-24,0,15,low usage,0
,TECH,Cybersecurity,North America,1k,,117391.0424,36 mnth,,44.16303733,747.3964922,20.0120677,6,10,2,4,0,40.84046983,-90,2,15,bad experince,0
C_25837,N/A,AI,Middle East,10000,151167.9984,125683.8188,,,61.971193,496.9804905,32.39311247,,,,,0,71.62445389,34,1,20,,0
C_25838,Finanace,,North America,5000,40401.41495,119136.508,12 months,12.3594526,109.9754155,696.522512,13.90375857,11,50,3,5,1,60.63947318,82,1,20,neutral,0
C_25839,TECH,None,LATAM,5000,14103.29114,109863.0518,48,5.068784375,,675.3052741,1.74622036,9,20,,3,,29.95945244,-54,0,,renewal likely,0
C_25840,TECH,Data,,1000,213698.615,,48,1.794577005,,512.7880294,19.15641053,7,100,4,2,,45.92390927,-35,0,10%,needs training,0
C_25841,SaaS,Data,North America,,148153.1578,100758.9328,12,17.03010148,-49.14767894,614.0800596,10.57356743,6,10,1,3,0,52.49256788,-46,2,10,,0
C_25842,Manufacturing,None,EUrope,50,9152.838918,38501.44775,36 mnth,1.557622407,134.5390432,438.8338294,7.224403851,12,50,4,7,1,28.75385407,-47,1,,neutral,0
C_25843,Heathcare,Cybersecurity,N. America,1k,46565.45572,113438.4957,24,33.60795934,,289.9483253,8.628969934,2,50,2,6,0,,43,1,20%,,0
C_25844,TECH, none,N/A,10k,30330.4984,,48,,208.577226,513.7009565,13.0168585,6,10,0,,,51.383454,,0,,neutral,0
C_25845,Healthcare,Infra,N/A,,11414.24799,56104.36194,12 months,33.11178761,29.83230618,620.6468191,2.31763679,5,20,3,1,1,59.09322456,30,2,20,low usage,0
,Manufacturing,None,Europe,,6671.953765,37074.78105,,5.650524863,295.5899868,333.7155249,0.570368847,7,50,0,4,0,31.88034817,-11,1,N/A,pricing issue,0
C_25847,Energy,None,Europe,,53122.88272,80357.86993,,14.02334591,97.28569488,308.8746872,11.50220273,8,50,0,5,0,104.8578593,-27,2,10,,0
C_25848,,None,N. America,1k,15876.55869,151986.3276,,45.54276717,,811.5244283,26.3097259,7,100,0,5,,,-62,2,,,0
C_25849,Finanace,Cybersecurity,,,120870.282,96025.03264,,3.215184206,109.9422824,518.4308775,7.618348741,2,50,1,6,1,64.5587825,-56,2,15,,0
C_25850,TECH,,,50,61823.48555,112654.6238,48,29.20696392,114.222082,340.3465684,10.78366826,6,10,,4,,,12,1,15,neutral,0
C_25851,,Infra,EUrope,5000,146990.1544,90454.89328,,20.3022223,150.5594842,350.7659412,,8,10,2,1,0,16.81122082,41,0,0,renewal likely,0
C_25852,,Cloud,North America,500,429711.386,37089.77738,12 months,2.398086218,55.52758284,583.7978087,6.134388053,7,50,1,6,2,5.993352128,32,0,20,neutral,1
C_25853,Energy,,,5000,,,48,54.08805834,,414.0819888,30.66843754,5,100,3,,0,33.99179264,45,0,,renewal likely,0
C_25854,Retail,Payments,North America,500,4098.484455,,,,79.55243071,423.2124093,15.89333794,7,100,0,4,0,64.08186916,,0,,low usage,0
,SaaS,data,Europe,,20363.70423,141305.2953,24,12.57959818,120.9791435,279.8220257,54.73761692,10,100,0,2,1,11.82600116,40,3,,integration problem,0
,Technology,Cloud,North America,5000,107109.6104,,48,2.399814564,157.7031745,791.3641136,10.20529619,4,50,4,5,1,21.5508832,-87,2,,executive sponsor left,0
,Retail,infra,EUrope,1k,191652.2743,96313.26975,12 months,3.202998624,176.7373213,199.4413174,11.78535852,8,100,,3,0,91.64745816,-72,2,10,low usage,0
,SaaS,Data,North America,10k,596604.2263,,12 months,84.96706005,128.5357086,804.8912296,12.40832779,7,100,2,2,0,,,0,0,,0
C_25859,, ai ,APAC,5000,5700.226502,,,39.79890827,,592.0407362,0.428536317,6,10,2,5,0,54.84562096,6,0,10%,neutral,0
C_25860,Retail,,LATAM,10k,194680.9069,,24,142.0724746,192.8236252,192.1637767,24.77155781,9,,0,,2,,87,2,0,bad experince,0
C_25861,Technology,E-commerce,latam,,145330.0319,,12 months,27.31342635,155.9466907,250.9131846,11.48667149,9,5,,3,,,-97,1,15,,0
C_25862,SaaS,AI,,,23398.21563,21089.37745,,36.31082428,,641.1775104,2.715888818,6,5,2,5,0,85.51279027,53,3,,,0
C_25863,Technology,None,APAC,500,,,,19.3562501,124.2859493,264.2456928,11.41816575,8,10,1,4,,89.16142329,-65,2,10,,0
C_25864,Technology,AI,Europe,,48768.22041,55009.28626,,39.68150969,154.9233367,745.5918905,3.135502801,5,20,,2,0,48.01481492,,3,20,satisfied,0
C_25865,SaaS,Cloud,,10000,153526.9124,80256.15789,12 months,,28.54844204,443.7668763,20.91487429,8,10,,4,,75.78794692,68,3,0,needs training,0
,Energy,Payments,Middle East,,21398.41035,86655.35647,,30.29235004,206.8658777,446.5752321,2.646199251,,,2,5,2,60.42525685,36,2,0,neutral,0
C_25867,,Payments,Europe,500,68209.86056,95563.69183,,,,,10.89726568,4,10,2,4,0,,43,1,5,,0
,TECH,Cybersecurity,,5000,4520.848132,91878.5926,36 mnth,,134.6721956,502.2390371,8.028210001,4,,3,7,1,19.92874668,14,1,,neutral,0
, heathcare,Data,LATAM,10k,298588.2359,142049.2844,36,5.093453223,,606.4925929,5.567918772,,100,,6,0,57.74999926,-11,0,20,,0
,Finance,Infra,,1k,145218.9172,82141.31084,36,51.56163588,156.7715058,374.6352561,1.873893568,3,,2,5,,107.6560962,-67,2,10,neutral,0
C_25871,TECH,Cloud,Middle East,5000,525075.6663,131298.3867,36 mnth,2.918614819,250.5769034,631.2434416,18.44598656,5,5,,3,0,,-93,0,10, pricing issue ,0
C_25872,Retail,Payments,APAC,50,152681.2546,,48,54.51563265,58.51450491,688.7425017,,,,2,6,0,,47,1,0,needs training,0
C_25873,SaaS,Payments,North America,5000,45972.78682,,24,11.98136009,88.90219808,557.4001391,25.09895103,,20,2,3,,55.25053658,56,2,10%,,0
C_25874,Energy,Infra,EUrope,1000,177397.6209,149147.5102,48,44.33301518,,191.2323159,0.971653535,7,10,,2,0,,52,2,,integration problem,0
C_25875,,Data,EUrope,200,382872.3218,60980.74868,12,,179.7250558,526.44132,12.63984895,6,100,6,4,0,14.97293371,-97,1,5, satisfied,0
C_25876,Retail,,North America,,53974.91199,190378.3918,48,,128.8007689,574.4800719,21.10255866,4,50,1,,0,41.9609428,9,,0,neutral,0
,Manufacturing,, apac ,10k,99032.8368,124957.5732,,0.0399424,,569.2741461,1.451963038,4,,5,5,,62.77309753,33,4,20%,,0
,Technology,AI,APAC,10k,12279.48672,37168.76636,,11.97755742,106.3782094,356.256886,3.738022883,7,20,,2,0,5.28417933,-81,2,0,renewal likely,0
C_25879,Finance,Infra,N. America,10k,4150.704064,,36,11.70966492,,,5.12478078,6,,1,,,,-52,1,0,pricing issue,0
C_25880,,Cybersecurity,Europe,500,19307.72304,58953.15118,12,,47.84953644,198.6961513,23.46163753,6,10,1,2,1,,-14,,20,neutral,0
C_25881,,AI,,5000,21922.01155,123674.5826,,43.03864074,199.8820918,324.7247093,3.040583589,,10,2,,0,,99,0,,low usage,0
C_25882,Heathcare,None,N/A,500,,133300.6519,36 mnth,,20.01684599,,19.87307358,6,,0,2,2,10.09876489,-81,0,20,,1
C_25883,TECH,Infra,APAC,,70618.59758,58603.63316,12,,196.019646,518.6441258,18.54895089,2,,2,1,,42.58608786,51,0,10,N/A,0
C_25884,Retail,,LATAM,1k,343340.5459,134902.9196,24,1.712365553,78.09110684,900.4973096,4.383721324,3,50,,2,0,,26,1,10%,low usage,0
C_25885,,Payments, n. america,200,7420.422395,96457.19647,12,,110.3827898,648.6348992,2.188308218,7,,0,10,,77.64170695,-91,1,10,,0
C_25886,Retail, p@yments ,APAC,10k,46777.45736,131724.8768,12 months,,47.09484839,413.7086964,35.31330762,,5,,1,,73.46712614,-91,2,15,neutral,1
,Retail,none,EUrope,10000,79427.69585,,48,19.64755612,116.8691514,507.2696909,1.77406457,8,,1,6,1,98.93846744,61,1,10%,,0
C_25888,TECH,Payments,,1k,139753.375,146392.6675,48,17.72458802,25.07602827,556.9470224,0.527259228,8,50,0,3,0,,52,3,0,,0
,Retail,,LATAM,10000,11105.14439,52283.18351,12,34.76348308,57.25241562,632.642094,3.168367207,7,,0,1,,40.32324611,56,1,,,0
C_25890,, none ,Middle East,1000,261210.4326,142604.5549,12 months,36.5165877,102.5625519,446.5709193,9.487734582,9,20,2,,2,30.53628914,51,0,20,,0
C_25891,TECH,e-commerce,,5000,18794.30322,65259.93466,12 months,,115.4260392,-43.85516996,9.37896851,5,100,2,0,,,-21,0,15,executive sponsor left,0
,,AI,LATAM,200,141399.8831,74528.51931,12 months,6.040690426,137.5982446,576.4740531,3.60530206,2,20,2,3,0,35.34874108,-71,0,15,executive sponsor left,0
C_25893,Finanace,Infra,N. America,500,94927.99555,117531.5577,12,,8.079444411,211.8973892,18.35802947,8,5,,4,1,,-62,0,10%, executive sponsor left ,1
C_25894,Finanace,AI,APAC,50,34486.61088,84751.15769,24,0.864247385,114.1206549,504.4575599,3.791173335,2,100,1,2,0,,-99,1,,executive sponsor left,0
C_25895,Technology,,North America,1000,67244.89692,118748.8662,,23.49776338,23.08316193,,18.91245491,9,,,3,1,79.76803973,,0,20%,,0
,Finance,,N. America,500+,,44623.46883,36,5.743610226,52.26629303,318.1351874,,5,5,,3,1,51.02928826,96,3,10,,0
C_25897, energy,Cybersecurity,North America,500,,87616.76185,48,5.006928504,193.1245625,,15.02227314,10,100,0,2,0,,36,1,15,low usage,0
,heathcare,Payments,,500,45745.43643,102628.9982,24,,,628.1747005,16.14408321,2,20,,4,0,60.01298531,-32,1,,renewal likely,0
C_25899,Manufacturing,Payments,North America,,,102659.6706,,60.6890953,120.7084193,661.4464496,9.836624691,7,100,,3,1,,-89,2,10%,needs training,0
C_25900,Finanace,Infra,EUrope,5000,83285.55227,72905.66876,12,20.95496363,150.680996,562.2790453,5.049594569,9,5,,9,,,-38,0,,,0
C_25901,Healthcare,,EUrope,1k,10217.3847,79650.63262,36 mnth,55.50974498,119.7924227,417.5982223,2.775366454,6,,0,5,,53.43450149,46,0,,low usage,0
,Manufacturing,AI,APAC,50,217078.0261,65310.21613,24,10.81419185,,468.4848833,18.57843355,9,100,,6,1,,-67,,20,,0
C_25903,TECH,AI,APAC,10k,70255.52809,104906.8185,12 months,32.88045498,87.65385613,335.890654,12.05596687,7,100,1,4,2,47.68060509,-14,2,0,bad experince,0
,Healthcare,Cybersecurity,EUrope,,97016.11625,80132.04796,48,3.907300391,142.7706435,700.4185701,2.79527145,1,20,2,2,1,10.09453353,84,2,20%,,0
C_25905,,Infra,Middle East,500,114181.1287,,12 months,40.62380334,89.03145897,513.5870392,0.955228235,14,10,2,3,0,,-91,0,,,0
,N/A,N/A,,50,34425.11977,90367.18332,12 months,5.698220524,82.60825879,433.5522148,3.628174235,3,50,3,5,1,87.56042331,68,,10%,,0
C_25907,Energy,,North America,10000,35197.1156,,24,14.48074017,175.5763122,876.3256225,7.181664373,6,10,2,3,,,99,,,low usage,0
C_25908,SaaS,Payments,North America,500,496940.5405,116956.87,,13.05342009,52.01126017,379.9341557,5.049700201,10,20,4,1,0,,-87,,15,low usage,0
C_25909,Heathcare,Cybersecurity,LATAM,1k,8019.802912,76016.37922,36 mnth,1.596845729,51.88063868,300.8103439,11.41544805,,20,0,5,1,,-85,0,5,satisfied,0
C_25910,N/A,Cybersecurity,LATAM,5000,899332.7325,88493.14299,12,31.14621628,57.19447767,597.5031817,4.026193499,3,10,0,5,0,,-97,0,20,,1
,Manufacturing,Cybersecurity,North America,500+,116960.3349,135592.257,12 months,17.84889102,33.10370725,721.1091978,1.254252209,10,100,,,0,15.76987484,76,3,20,,0
C_25912,Finanace,,N/A,200,474431.5275,121313.368,24,17.39445037,244.4397644,,20.7677632,2,10,1,4,0,52.21312331,3,2,20%,renewal likely,0
C_25913,Healthcare,Infra, l@t@m ,,36937.01713,83700.35747,36,123.5133828,147.0432303,361.3762726,3.19822012,9,50,0,3,1,22.82526639,,0,,,0
C_25914,Finanace,AI,LATAM,1k,49754.24219,21827.96333,36,24.11223238,113.2787725,744.0208477,29.58880357,6,10,3,7,0,90.56173642,45,0,10,needs training,0
C_25915, fin@n@ce ,E-commerce,APAC,,,119547.5923,24,43.93481597,232.851823,203.2365056,5.888634122,,10,,,0,,27,0,5,,0
C_25916,Retail,Payments,EUrope,,89530.84812,65578.97326,12,61.87230148,94.95261183,,1.819377861,5,5,,3,0,,50,,20,pricing issue,0
C_25917,SaaS,E-commerce,LATAM,200,59189.42629,,24,50.65567543,99.91551244,692.0858739,3.323673178,,,2,1,,50.40625178,-78,0,,neutral,0
C_25918,Retail,Data,N. America,5000,51602.16318,49371.82509,,26.06978956,202.0565872,641.7977251,6.297046242,8,10,2,4,0,7.683556663,5,2,10%,,0
,Healthcare,Data,LATAM,1k,,58902.11037,48,1.080970557,134.9841516,752.5245155,5.653312456,3,20,0,2,1,77.96870108,-54,1,,,0
C_25920,SaaS,Cybersecurity,North America,10k,,138718.3387,48,,,407.2562146,11.73686188,7,,0,3,2,,91,2,10%,satisfied,0
C_25921,Finanace,Cloud,North America,50,282906.866,69793.21379,24,2.813333446,172.3708904,713.0791333,9.694626059,6,5,1,3,1,,1,0,,,0
C_25922,Energy,Infra,LATAM,1k,151323.4565,81785.84846,,30.99234924,64.63549731,,26.63832801,5,50,0,,1,101.6086488,-86,1,20%,low usage,0
C_25923,, cloud ,North America,10000,113244.5237,,36,19.35148775,88.44775899,692.6360742,9.413643699,7,20,1,5,0,,84,2,5,,0
C_25924,Manufacturing,,LATAM,200,72193.28677,68897.68415,24,33.94664308,,399.4632606,3.776091005,8,5,2,4,0,55.0040055,25,3,5,neutral,0
C_25925,Manufacturing,Payments,N/A,200,12484.58392,50444.7595,,,174.6806272,592.6171327,,3,,2,3,1,15.10174875,60,0,0,,0
C_25926,Manufacturing,None,North America,500,48119.74819,72610.4911,,23.59286825,120.2185952,765.8362938,1.342262512,9,10,1,1,,45.95202751,-27,1,20,pricing issue,0
C_25927,Finance,Cloud,APAC,1k,165967.4244,113336.5525,,,193.5038244,628.3634448,6.064175563,3,20,0,2,1,43.1270286,71,0,20%,integration problem,0
C_25928,SaaS,Infra,Europe,5000,,52760.66376,,,76.30655908,,31.29277731,4,20,,3,0,47.53220484,-92,,,,0
C_25929,,Cloud,Europe,10k,177330.4614,69771.24565,,96.53552978,,485.8641421,6.766140123,8,,3,3,,94.31134171,-50,1,5, pricing issue ,0
C_25930,Finanace,AI,APAC,5000,,96246.60549,36,,127.9010824,,3.151259731,,10,1,2,,55.89018347,15,1,10,renewal likely,0
C_25931,,Payments,LATAM,1k,110569.962,138647.6661,48,,17.69060036,585.4590018,14.82142078,7,20,1,3,0,56.72277293,18,2,20,low usage,0
C_25932,Retail, cybersecurity,N. America,5000,7956.295064,125833.5287,,63.238705,138.4995082,470.2990545,2.326096446,5,,0,1,,,-29,,,executive sponsor left,0
C_25933,Manufacturing,None,N. America,,129302.4892,120329.7375,12 months,101.7329992,70.08822624,674.8522371,17.53665925,2,,0,2,1,79.94974129,-63,2,15,executive sponsor left,0
,Retail,Payments,North America,,69012.93152,,,9.004082628,,517.2059111,4.247150781,5,10,0,6,0,86.55594361,-100,1,15,pricing issue,0
C_25935,,Payments,APAC,,25288.83789,88851.7392,36 mnth,,106.2862267,567.0873329,1.245354474,,,2,5,0,44.62654438,,0,,neutral,0
,Manufacturing,E-commerce,North America,10000,24456.87767,39252.67235,,1.109432295,37.02700474,811.3938056,2.240873235,8,50,3,6,0,36.59498279,28,0,20%,,0
,TECH,E-commerce,EUrope,10000,18301.77597,146094.6907,36,1.336562635,106.7165993,432.4905759,14.24070868,,20,2,,0,37.65171323,,1,,,0
,Finanace,Infra,,,44431.87251,10627.31686,36 mnth,0.581487079,210.8260884,340.0755064,21.07852068,8,20,0,6,,,93,0,,,0
C_25939,,E-commerce,APAC,500+,,104550.3596,,10.9943111,120.6370733,299.6289773,29.08173062,4,,1,1,,52.84951583,34,6,,integration problem,0
C_25940,,Cloud,N/A,1000,,21531.07977,24,3.962085905,,681.1761865,16.90299872,5,100,0,3,,115.6627979,,2,0,integration problem,0
C_25941,energy,Cloud,EUrope,,,29530.11746,36 mnth,15.18033894,155.7913665,509.9985754,5.690735397,8,50,0,4,0,,,0,0,pricing issue,0
C_25942,,None,Europe,10k,40298.65925,,,22.76147717,169.5693766,,21.76141994,8,20,2,4,0,,,0,,integration problem,0
C_25943,Heathcare,,Europe,5000,27837.16987,99407.80895,24,,176.1073626,352.9022642,4.991766371,4,,1,3,0,21.33193112,44,3,20,executive sponsor left,0
,Heathcare,Infra,Middle East,10k,10582.82292,37808.64381,12,19.17748003,157.3997103,356.9527445,1.847858256,5,20,2,5,0,73.3063528,-40,1,,,0
,,Cloud,N. America,5000,32421.23879,,24,7.652033743,82.03567352,432.4946424,5.336685396,4,10,5,,0,70.95137542,61,3,20%,,0
C_25946,TECH,,LATAM,10000,25791.00493,106751.7516,36,5.442037526,41.38645293,329.5069106,12.68815672,,5,1,2,,29.88878014,10,0,20,,0
C_25947,,Infra,North America,,19257.71414,,48,6.409403065,50.8933149,870.4521502,11.45458861,,5,1,3,1,80.24055918,-56,1,,pricing issue,0
C_25948,Finanace,Payments,Middle East,1k,3422.526101,58912.47761,12,31.13574274,,510.9824953,2.680322034,9,100,1,3,2,39.95896058,-13,1,,pricing issue,0
C_25949,TECH,None,APAC,10000,61221.6623,147116.3834,,69.24652868,-14.23908503,360.7368672,13.68146696,3,,,2,,,-95,2,0,needs training,0
,Finanace,Infra,Middle East,500,,101232.0012,12,44.55091374,163.2889858,478.7525292,9.040840019,8,,3,0,1,7.88359479,,1,10%,bad experince,0
,SaaS,Cybersecurity,EUrope,10000,198598.0629,102927.1302,36,15.3292048,141.3767594,737.6009011,3.332439715,5,,3,,,129.4281885,66,4,15,,0
C_25952,TECH,None,,5000,2460.557187,103803.832,12,23.49364099,65.83348621,617.7456953,13.33522801,5,5,0,5,1,,-26,0,,neutral,0
