client_id,industry,region,sub_industry,revenue,tenure_months,employee_count,account_tier,monthly_logins_3m,monthly_logins_12m,downloads_3m,downloads_12m,inquiries_3m,inquiries_12m,webinar_attendance_12m,analyst_calls_12m,portal_time_spent_3m,portal_time_spent_12m,report_views_3m,report_views_12m,benchmarking_participation,active_users_count,feature_adoption_score,tickets_raised_12m,avg_ticket_resolution_time,ticket_satisfaction_score,escalations_12m,onboarding_score,renewal_meetings_attended,nps_score,satisfaction_score,relationship_strength,decision_maker_engagement,churn_flag
C5753,Technology,NA,SubIndustry_13,306.6619782,47,5858,Silver,2,9,4,28,0,1,1,6,121.6692522,361.0667598,1,,0,48,4.150326661,3,24.61641311,2,0,0.593547468,,-55,2,,0,1
C5754,Pharma,LATAM,SubIndustry_5,318.7007762,28,43175,Silver,39,31,41,,1,,,0,84.80737498,794.5338133,0,10,1,24,14.49062057,2,65.06615649,4,0,0.509569492,10,46,4,,1,0
C5755,Retail,APAC,SubIndustry_20,501.4063596,37,29331,Gold,23,31,11,8,0,5,3,3,4.004628465,638.2770923,3,2,no,16,49.38921108,3,45.0022285,3,,0.603891335,20,-43,1,5,,1
C5756,Manufacturing,EMEA,SubIndustry_23,538.2123635,28,12374,Gold,7,48,16,35,0,5,,3,,937.1242474,2,,1,34,0.338065226,1,73.10035703,3,0,0.534305159,,22,6,5,2,0
C5757,Retail,NA,SubIndustry_8,470.2690743,155,11643,Gold,45,59,15,2,1,3,2,3,161.262564,459.6489473,1,10,yes,31,63.65426583,1,29.13309434,1,0,0.432813972,4,43,10,5,1,0
C5758,Retail,NA,SubIndustry_26,492.1572372,158,45292,Silver,2,4,,14,0,4,4,1,95.96593976,500.681371,0,6,0,,42.77633977,7,64.89953004,3,1,0.613988343,20,-8,6,4,0,1
C5759,,NA,,289.855361,134,7601,Gold,19,,19,15,2,1,3,2,118.6135615,582.6913498,2,9,N,15,13.41675654,,90.39320937,,1,0.965274991,4,28,,2,1,0
C5760,Technology,NA,SubIndustry_5,558.6272212,120,,Gold,26,15,15,19,1,2,4,1,106.0267178,,0,4,yes,4,40.16632094,4,86.31083506,,,0.295894235,10,90,4,1,1,0
C5761,Pharma,NA,SubIndustry_21,756.1037274,9,25403,Gold,,21,,11,1,,4,4,144.9316638,,3,4,N,22,47.48470512,2,47.24345038,,,0.892118479,10,11,6,4,2,0
C5762,Pharma,EMEA,SubIndustry_0,467.4416637,134,16156,Gold,17,18,,25,1,2,2,6,37.54699781,487.5803054,1,5,1,,39.31022467,3,,5,0,0.886679491,20,61,10,3,,0
C5763,BFSI,NA,SubIndustry_20,463.5426587,157,15255,Silver,9,25,16,14,1,2,3,2,134.7845146,542.3042671,1,4,N,21,90.65810393,,20.48044035,2,2,0.336942032,4,6,9,4,1,0
C5764,,NA,SubIndustry_13,516.6002104,70,34267,Gold,6,8,36,,0,,1,,97.17625351,626.8120412,1,7,yes,47,17.04287013,4,20.73263433,4,0,,10,-86,5,3,2,0
C5765,Manufacturing,NA,SubIndustry_23,,86,44473,Silver,32,12,20,14,0,6,3,,140.8774227,794.3628099,0,,Y,46,91.68477245,5,60.41539965,2,1,0.83049226,0,79,2,3,0,0
C5766,BFSI,EMEA,SubIndustry_5,321.0554001,66,21884,,21,16,,13,1,1,,2,25.19792888,318.2493315,0,7,yes,9,82.00686976,1,45.85916811,3,2,0.078414204,10,,10,4,,0
C5767,BFSI,EMEA,SubIndustry_11,790.1694671,95,4553,Silver,24,22,2,23,1,1,0,4,80.99151028,528.5044861,0,7,Y,16,68.88598624,2,70.17438728,,1,0.804866684,20,69,1,1,2,0
C5768,,EMEA,SubIndustry_16,584.2444479,70,46124,Gold,29,8,12,19,2,5,0,3,81.90365538,499.129386,,4,N,21,77.02529965,4,11.8824078,3,0,,20,-7,7,3,0,0
C5769,Pharma,NA,SubIndustry_4,505.7361391,5,30052,Silver,10,13,21,26,0,3,2,2,239.8416099,628.92341,3,4,no,9,52.9513944,5,24.0060589,3,0,0.521053928,3,-24,8,4,0,1
C5770,,NA,SubIndustry_28,742.6477673,20,21997,Gold,9,34,27,29,1,5,3,3,86.21445158,389.5215059,3,6,1,14,43.48273367,1,50.57303864,1,0,0.44111059,0,-3,2,5,,0
C5771,Manufacturing,NA,SubIndustry_10,263.5875852,140,10438,Gold,8,11,23,20,0,4,1,3,110.1195661,325.7308859,0,5,N,,7.774478635,1,43.34638499,3,1,0.132049968,4,-51,1,3,2,1
,BFSI,NA,,604.4091072,102,17894,Gold,20,25,18,9,0,4,2,5,144.8972186,816.24525,5,4,yes,34,,3,36.5333484,1,1,0.703983457,3,89,1,4,0,0
,,,,,102,38199,Silver,49,40,3,,0,4,3,4,109.1434643,807.1979998,2,1,,6,12.25153384,4,70.01964891,4,0,0.258668275,0,-65,5,4,0,0
C5774,BFSI,LATAM,SubIndustry_11,312.9089871,136,,Gold,20,29,20,14,2,8,3,4,93.26258297,744.1057831,1,3,Y,,50.48434657,2,33.96477229,3,0,0.863693518,0,,5,,,0
,,EMEA,SubIndustry_2,592.1276246,120,42390,Gold,25,41,22,52,1,,1,,163.9085941,536.044112,0,7,0,36,72.38027495,3,61.37247563,3,0,0.378543941,,64,2,4,0,0
C5776,Manufacturing,LATAM,SubIndustry_23,,49,11198,Silver,24,45,19,0,0,,,,239.5425023,616.7001137,1,6,Y,,34.2217663,2,71.08115295,3,0,0.00947182,1,,8,3,0,0
C5777,,EMEA,SubIndustry_8,464.2523761,64,40528,Gold,25,,8,14,0,2,,,,743.9661165,3,,Y,12,68.72595266,1,19.19339839,3,0,,,-7,2,2,0,0
C5778,Technology,,,672.563511,178,42149,Silver,34,22,20,10,0,5,1,2,117.6222592,588.422841,1,,,9,,4,70.86026984,3,1,0.075614738,5,-62,9,4,1,0
C5779,BFSI,LATAM,SubIndustry_21,385.6491495,97,39910,Bronze,39,28,0,1,0,2,6,,74.31863323,590.718996,1,3,0,43,34.56703254,,46.80765624,4,0,0.645695696,3,,7,2,1,0
C5780,Manufacturing,,SubIndustry_1,554.0642492,39,,Silver,63,0,28,13,1,4,4,4,49.17137602,309.074604,1,1,Y,5,15.82130098,4,102.3281781,3,0,0.164182098,4,91,10,4,2,0
C5781,Retail,EMEA,SubIndustry_25,473.6652435,40,48804,Bronze,19,30,26,21,0,5,2,3,162.4036033,446.2041355,0,3,no,44,42.81146399,1,68.493965,,0,0.551226835,2,,1,1,1,0
C5782,Retail,NA,SubIndustry_1,377.0606354,31,33913,Bronze,23,33,45,41,0,1,1,3,76.8074504,555.9991778,2,3,1,6,70.05229558,3,3.560639986,1,0,0.090478163,5,88,4,4,1,0
C5783,BFSI,NA,SubIndustry_21,600.576937,3,9905,Bronze,25,4,,10,0,6,0,4,,941.3189085,0,6,N,9,54.62593648,4,51.51453411,3,0,0.339991733,0,-71,6,1,1,1
C5784,BFSI,EMEA,SubIndustry_11,458.4528505,72,11115,Gold,14,8,13,47,2,5,0,2,103.6990983,615.0643686,0,5,Y,49,0.541418276,5,,4,0,0.429909523,1,-61,8,5,0,0
C5785,Pharma,EMEA,SubIndustry_7,205.3987083,30,12480,Gold,16,0,17,2,0,5,5,3,167.5923091,780.4353475,2,7,N,23,,1,46.25294374,1,0,0.144944338,3,-95,3,3,1,1
C5786,BFSI,NA,SubIndustry_1,139.7867791,95,25816,Silver,9,27,4,25,1,4,3,5,152.2413513,,0,7,yes,11,96.75169996,1,48.0394693,4,0,0.626928526,0,-92,5,2,0,0
C5787,Technology,NA,SubIndustry_8,657.8114936,29,19575,Gold,13,,4,6,0,2,0,4,,588.2229053,,6,1,23,91.28621134,3,,4,0,,1,40,1,2,2,0
C5788,Pharma,NA,,255.8799786,56,37905,Bronze,,40,14,25,0,3,0,2,166.4327323,,1,9,,46,91.34804559,,42.29589057,4,0,0.15149812,5,-32,10,1,,0
C5789,BFSI,LATAM,,555.8768987,,5167,,,,0,53,1,3,3,,221.2682911,702.618416,1,,no,19,45.6486416,,65.2984578,3,0,,3,-20,,4,1,0
C5790,BFSI,APAC,SubIndustry_27,,108,44601,,26,44,33,15,0,3,0,1,90.47274138,236.2072376,1,7,no,29,21.57061118,4,3.364921018,3,0,0.828002207,2,-86,1,1,0,1
C5791,Manufacturing,EMEA,SubIndustry_29,426.2936446,63,42608,Gold,3,14,15,,0,1,6,4,,764.9827361,1,5,,7,99.08862351,5,66.23072372,3,0,0.995715942,20,24,10,5,0,0
C5792,Pharma,NA,SubIndustry_24,891.3336914,30,16139,,0,51,24,25,1,,3,2,9.619590637,,1,5,Y,1,44.11286665,1,62.12985679,4,0,0.061006459,2,41,4,5,2,0
C5793,,APAC,SubIndustry_14,535.9348037,53,38875,Silver,12,13,23,,0,8,1,6,,420.8525892,1,10,yes,11,22.19489242,2,47.08395449,2,0,0.081366243,10,-52,5,2,,0
,Retail,NA,SubIndustry_13,651.1266965,46,21897,Gold,43,27,23,54,1,7,2,4,66.26359593,519.322301,2,5,no,37,15.78496741,2,51.46869542,5,0,0.038455473,2,,6,3,2,0
,Technology,NA,SubIndustry_19,556.9632431,103,16292,Bronze,25,24,28,21,3,4,3,5,103.5531837,999.3567533,2,7,no,11,42.55022734,6,44.85570138,,0,0.912196198,4,,2,3,2,0
C5796,BFSI,NA,SubIndustry_3,453.6921154,,27950,Bronze,22,,12,19,0,2,2,4,94.80951588,217.7887933,0,5,0,18,4.25716584,4,18.6131262,1,0,0.220196363,4,60,2,5,1,0
C5797,Pharma,APAC,SubIndustry_3,496.18225,7,8947,Bronze,31,13,52,9,0,4,3,9,106.0688924,881.6927469,2,4,Y,49,21.72471473,1,7.152028399,4,0,0.525483857,1,-5,8,4,0,0
C5798,Pharma,,SubIndustry_10,791.7085531,63,,Silver,1,34,18,5,0,2,1,3,65.98755088,731.2888339,1,5,1,39,96.2650893,5,16.09920054,2,0,0.783439126,5,,4,4,2,0
C5799,BFSI,NA,SubIndustry_20,717.6210585,175,,Silver,30,6,7,37,1,8,5,9,110.8519089,854.0121542,0,3,no,31,74.41601748,1,40.68167227,5,0,0.875534587,,89,3,1,0,0
C5800,BFSI,EMEA,,890.3972863,44,42539,Silver,11,13,0,46,0,0,,1,113.7099265,819.8499422,1,7,,42,7.852672129,3,56.91107761,,0,0.376506262,20,-78,4,1,2,0
C5801,BFSI,NA,SubIndustry_17,544.3284186,177,7688,Silver,4,21,2,45,2,6,1,1,150.2027284,,2,7,N,17,82.05943415,,,,0,0.037136946,10,-80,2,3,2,1
C5802,BFSI,EMEA,SubIndustry_26,324.6125869,79,7506,Bronze,17,29,71,27,0,2,0,0,142.8380987,464.8367645,3,6,no,47,,3,84.62188149,4,0,0.470640286,1,1,7,3,2,1
C5803,Technology,EMEA,,411.8966111,59,12957,Gold,35,0,,10,0,3,0,3,116.8089533,1043.691639,0,5,N,24,85.11483486,1,31.43453093,,,0.004259621,2,39,9,5,2,0
,Retail,EMEA,SubIndustry_29,262.4443616,75,14934,Gold,22,26,9,,2,2,3,1,,,1,7,1,45,6.837880519,3,10.16516799,,0,0.940123996,20,9,,1,1,0
,BFSI,NA,SubIndustry_1,,84,1898,Silver,18,,6,21,0,12,1,2,118.9729873,188.662325,1,6,,17,90.8576293,1,63.97561902,,0,,20,-56,9,4,2,0
C5806,BFSI,NA,,382.8167368,13,36394,Gold,8,5,29,29,1,6,2,4,211.942567,886.5252924,0,4,yes,26,28.09805986,2,38.61944456,1,1,0.186555345,20,-49,8,3,0,0
C5807,Pharma,APAC,SubIndustry_10,,158,9788,Gold,17,39,7,18,,,1,3,106.9101016,830.5378928,2,6,no,25,35.04946176,1,48.59011717,5,0,0.426581619,10,8,4,5,1,0
C5808,Manufacturing,APAC,,992.7551397,104,29829,,52,35,26,4,1,2,0,,145.8900121,603.5913523,0,,yes,31,81.56640984,2,55.73243456,2,0,0.964708889,20,71,5,4,1,0
C5809,,NA,SubIndustry_23,385.8797723,,5919,Gold,31,,29,11,2,1,1,6,50.2225416,796.1713602,1,8,,33,29.19686832,0,38.99325467,5,1,0.790636047,10,51,5,1,1,0
C5810,BFSI,NA,SubIndustry_16,384.6818149,84,10848,Gold,20,,23,29,0,6,4,,,636.07739,4,1,N,31,52.37621752,1,52.5358292,3,1,0.874964196,,-3,8,3,1,0
C5811,Pharma,NA,SubIndustry_15,834.3223385,109,12275,Silver,5,7,8,24,1,2,,2,96.72952046,334.174657,,3,Y,46,24.32821057,1,83.80213448,2,0,0.526772485,2,40,,1,1,0
,Technology,EMEA,SubIndustry_14,258.3497098,43,394,Silver,10,8,40,39,0,2,,3,38.81804092,757.677939,2,9,1,46,71.14023825,1,62.01438696,,1,0.329406035,4,53,10,3,2,0
C5813,BFSI,APAC,SubIndustry_22,727.3211773,179,18860,Gold,1,24,28,42,1,4,0,2,152.0909102,,1,7,1,8,93.1302427,2,61.52972043,5,0,0.699843755,0,,,2,1,0
C5814,BFSI,NA,SubIndustry_2,382.5115113,102,37045,Silver,14,42,50,60,1,6,2,5,173.5753506,369.030824,0,2,N,5,45.48703725,2,70.17996517,4,0,0.226768326,20,11,4,3,2,0
C5815,BFSI,EMEA,SubIndustry_19,235.2409111,8,34052,Gold,,20,28,13,0,3,0,4,73.39631065,775.0151669,,4,yes,34,63.52839617,4,50.0073525,2,,0.682577975,2,7,1,,1,0
C5816,BFSI,APAC,SubIndustry_29,841.1435523,37,37630,Gold,2,7,8,,0,,3,0,125.5058638,683.6019063,,10,N,46,9.227172867,2,51.51563442,,0,0.251132373,2,-16,1,3,2,1
C5817,Retail,LATAM,SubIndustry_14,,106,,Silver,17,21,14,4,,5,1,6,51.80494469,541.9616414,1,2,Y,35,64.45541178,2,33.84521434,3,,0.836048544,4,15,2,1,,0
C5818,Pharma,,SubIndustry_23,684.0001969,97,36990,Silver,1,19,17,25,1,3,6,5,214.2016184,542.3102414,1,7,1,,67.94473696,4,41.75461484,5,0,0.86782109,1,-46,7,4,0,1
C5819,Retail,NA,SubIndustry_18,,90,,Silver,25,38,15,19,0,5,1,2,62.11511777,920.0699585,2,,0,17,37.17538438,4,71.34411641,4,0,0.589868354,10,73,8,4,0,0
C5820,Technology,NA,SubIndustry_27,619.8203266,,9405,Silver,32,25,10,20,0,3,3,2,124.5828833,814.8627859,2,8,yes,46,54.7807501,3,,4,0,0.198113854,0,-95,10,5,1,0
C5821,Retail,APAC,,253.5683951,120,44209,Silver,,24,23,26,1,1,3,5,34.45394883,604.9488424,3,9,0,5,33.9679186,0,53.43073738,2,0,,10,-94,4,1,2,1
C5822,Manufacturing,,SubIndustry_12,522.3221714,39,48243,Silver,,21,11,4,1,1,,6,90.04893822,822.1062719,2,,1,14,22.1930064,,64.77282841,4,0,0.739965137,10,74,6,4,0,0
C5823,Manufacturing,EMEA,SubIndustry_15,314.2473999,136,21462,Gold,10,4,,5,0,4,,5,76.82212837,714.3470786,1,9,N,12,47.64964433,1,52.74856909,2,0,0.970111858,5,-35,7,2,1,1
C5824,BFSI,NA,SubIndustry_22,222.2118962,62,8995,Gold,3,,2,12,0,2,1,4,84.99201528,360.9552139,1,9,N,18,29.73783295,5,75.12042221,5,1,0.212364238,,-52,4,1,0,1
C5825,Retail,NA,,582.1906661,39,32456,Silver,34,25,17,17,1,3,2,2,176.7843832,985.8267374,0,7,0,23,43.19698953,5,10.4388112,3,,0.606060711,1,48,6,4,1,0
C5826,Manufacturing,,,731.6299111,142,34408,Silver,6,21,6,21,1,4,,3,135.4393044,769.9411394,3,5,0,,4.520452459,,,,0,0.240569236,5,56,7,5,0,0
,BFSI,EMEA,SubIndustry_15,423.3262352,52,12404,,12,7,16,,,,1,3,70.75794297,,1,4,Y,8,93.62389615,2,61.67547191,1,0,0.619642253,20,,,5,2,0
C5828,Retail,NA,SubIndustry_8,457.5974215,57,45256,Gold,19,33,32,8,0,4,1,,143.4397914,420.4530554,3,10,1,46,16.13158914,2,14.26538663,3,0,0.246965262,10,-95,1,,0,0
C5829,Retail,NA,SubIndustry_28,272.369871,149,12341,Bronze,4,24,,21,,10,3,3,166.1096657,1081.079847,1,6,1,22,74.85121578,2,14.25080774,1,,0.185902576,2,,5,2,2,0
C5830,Pharma,APAC,SubIndustry_5,501.4434292,23,3139,Gold,38,37,44,30,,4,2,,,,1,7,N,2,16.38279892,1,41.82429573,4,0,0.357239411,2,47,3,2,1,0
C5831,Retail,NA,SubIndustry_18,,132,10813,Silver,1,17,0,17,0,10,1,2,27.89173917,408.6427867,2,4,no,9,80.04128889,2,7.997993896,2,0,0.675150725,,-70,8,5,1,1
,Technology,EMEA,SubIndustry_22,658.3055473,171,20785,Gold,22,,3,9,1,9,3,1,96.5942209,433.9195869,2,7,Y,,23.47510392,4,24.57633231,1,0,0.022537909,1,95,,,2,0
C5833,Retail,NA,SubIndustry_12,609.0352351,139,,Gold,5,4,,6,4,1,4,2,89.23728468,1229.755264,2,5,Y,5,,6,33.81541954,4,0,0.828657438,10,48,1,2,0,0
C5834,Technology,APAC,SubIndustry_20,376.3137666,84,44116,Gold,12,15,0,2,1,6,0,5,91.39270146,,1,,no,14,91.03590608,0,58.17698829,2,,0.067211148,,-2,8,4,1,0
C5835,Retail,EMEA,SubIndustry_23,369.9741913,,12927,Silver,20,41,26,24,1,2,2,3,43.59260011,548.4467148,,5,N,16,15.75208038,2,82.35715459,2,0,0.007406527,,-73,3,2,0,1
C5836,Technology,LATAM,SubIndustry_7,659.0808946,65,,Silver,5,32,32,43,0,4,1,4,117.2532238,892.4300367,3,,yes,25,95.16255066,3,30.03386092,1,0,0.366970251,20,40,2,5,1,0
C5837,Retail,EMEA,SubIndustry_11,662.3997864,95,43918,Gold,32,10,40,11,2,7,4,4,124.7922722,900.1098474,0,5,no,35,92.64337568,4,49.83171175,2,0,0.356496737,1,16,7,2,1,0
C5838,Manufacturing,LATAM,SubIndustry_8,465.6010029,130,47682,Gold,36,10,3,18,0,2,3,4,53.57983033,503.6680298,1,5,,34,45.33125175,3,95.13679678,1,0,0.273220966,2,,7,5,0,0
C5839,Manufacturing,,SubIndustry_21,414.7656185,105,39684,Silver,,33,9,5,0,5,1,4,,317.9835655,0,6,N,43,41.9967438,5,67.83181218,3,0,0.813512965,20,-26,5,3,0,1
C5840,Retail,EMEA,SubIndustry_3,733.4494187,177,,Silver,12,1,0,46,0,5,1,1,103.3962775,695.5064248,3,7,1,23,55.04060279,4,39.52155477,1,0,0.436546504,3,80,8,3,1,0
C5841,BFSI,LATAM,SubIndustry_12,428.010267,162,36946,Gold,20,28,4,25,1,4,4,1,,663.5051649,2,7,N,9,44.41597247,4,35.90032732,2,1,0.763536172,20,-75,2,,,1
C5842,BFSI,NA,,,4,,Gold,19,43,27,0,1,3,1,,146.3270258,806.1878513,,,no,24,20.26800461,0,80.63075279,3,1,0.327031376,20,-45,2,4,,1
C5843,BFSI,,SubIndustry_2,472.631365,,49637,Silver,21,1,10,54,0,5,0,3,135.829157,563.9386096,2,,0,,19.52506798,2,18.13150452,,0,0.807034107,3,86,5,4,1,0
C5844,Technology,NA,SubIndustry_4,290.4934438,49,19924,Silver,16,25,2,12,,4,,2,225.1599585,766.9492491,1,2,Y,16,34.11421333,3,45.12219407,2,0,0.836937379,20,-76,10,2,2,0
C5845,BFSI,EMEA,SubIndustry_23,822.462428,131,28613,Silver,21,26,19,6,0,2,0,4,250.9740178,460.0319137,0,2,Y,27,68.03094145,3,41.93729796,5,0,0.878697081,,-59,6,4,1,0
,,APAC,SubIndustry_27,524.0127791,154,21378,,25,27,8,31,3,4,3,4,172.7935537,471.7021388,0,5,1,6,69.08395883,2,26.53098005,3,1,0.252739743,10,63,2,3,,0
C5847,Manufacturing,,,357.851204,41,6773,Bronze,40,23,,16,,5,4,8,121.0638609,219.4192159,1,8,no,23,40.76635311,4,44.75438266,3,1,,1,-31,3,3,0,1
C5848,BFSI,NA,SubIndustry_17,221.8388664,65,1123,Bronze,11,38,9,28,0,,3,,131.3488835,,0,9,no,28,,2,32.7977589,,1,0.551501758,,92,4,3,0,0
C5849,,EMEA,SubIndustry_20,241.9998404,122,8911,Silver,38,8,48,50,1,2,,4,23.40558426,,1,10,Y,31,96.83859341,2,65.61847397,1,,0.942518174,0,-33,,1,1,0
,BFSI,NA,SubIndustry_13,425.4177192,,30515,Gold,15,10,21,52,0,,1,1,103.9441284,572.6339753,2,4,1,26,59.16081529,,,1,,0.285358098,4,47,6,1,,0
C5851,Pharma,EMEA,SubIndustry_24,885.0257767,35,8704,Silver,28,4,13,22,0,2,2,4,147.1071974,691.7471227,2,5,1,9,41.34205811,4,66.30858565,5,0,0.471492407,1,-53,4,4,0,0
C5852,Technology,NA,SubIndustry_1,383.0676243,144,33194,Silver,23,17,1,14,2,3,1,2,224.4158438,623.900789,4,5,0,45,37.98630589,2,41.00496602,2,0,0.074725187,1,-1,10,3,1,0
C5853,,LATAM,SubIndustry_14,789.4909665,33,35411,Silver,5,35,2,2,0,3,0,,285.8653278,536.7818927,0,7,yes,6,35.46908654,4,,5,0,0.079135585,5,-40,9,5,0,0
C5854,Retail,NA,SubIndustry_7,473.8472663,159,16869,Gold,2,21,0,9,0,2,2,3,39.71896006,429.3219012,1,11,Y,34,79.03968979,,13.40917693,5,0,0.422367957,10,-67,7,4,0,1
C5855,,NA,,263.7699218,150,,Silver,,34,25,,1,7,2,3,19.39814814,408.3721248,2,8,,,,4,54.50754491,4,0,0.981023083,5,-94,5,1,0,0
C5856,BFSI,,SubIndustry_2,405.3577623,61,25349,Silver,2,18,37,18,1,2,2,3,51.5145618,816.8358843,0,,Y,29,77.2780546,2,31.73029159,4,0,0.295448618,5,-9,3,5,2,0
C5857,BFSI,EMEA,SubIndustry_23,243.8024153,,35757,Silver,,5,27,10,0,2,2,4,45.92826491,515.781597,1,,yes,,37.08463101,3,71.28322854,2,0,0.399208211,10,-98,2,3,0,0
,BFSI,NA,SubIndustry_19,328.8063096,163,31708,Silver,,,2,25,1,1,2,2,66.41281448,554.9741419,1,7,0,13,14.10676934,2,50.51566258,2,0,,2,-65,6,4,2,1
C5859,,EMEA,SubIndustry_19,322.8503876,39,40561,,,6,20,13,2,0,2,1,126.1681177,914.6731378,0,6,1,,84.5678797,4,34.72387806,5,,0.808909302,0,93,9,,0,0
C5860,Retail,NA,,,131,32802,Gold,,13,17,27,0,3,1,0,240.550489,,2,8,1,31,54.59470835,1,75.34212494,1,1,0.31930135,2,89,4,1,2,0
,Retail,LATAM,SubIndustry_22,802.5592138,96,43212,Gold,0,2,14,20,0,2,0,5,38.42712477,626.4230083,0,4,Y,7,,3,65.19769672,4,0,0.916842051,2,,8,3,0,0
C5862,BFSI,EMEA,SubIndustry_4,,141,8232,Silver,21,,10,0,0,2,0,7,,,1,7,1,48,52.17393885,0,75.16130063,2,0,0.034781641,20,45,4,1,2,0
C5863,Retail,NA,SubIndustry_3,362.7443189,14,13682,Silver,17,32,18,8,1,3,3,8,172.1209791,596.4406165,2,11,1,23,86.39261045,,35.415389,3,1,,5,67,2,3,,0
C5864,Manufacturing,EMEA,SubIndustry_22,544.3515493,169,,Gold,9,26,10,29,0,,0,4,75.84355866,780.1111589,1,,yes,31,94.61738315,9,45.22487422,5,,0.024046732,20,-69,9,3,0,0
C5865,Retail,NA,SubIndustry_11,332.9039213,136,35025,Gold,44,6,7,9,2,4,2,4,158.9730899,562.2048857,0,7,Y,35,50.71339433,0,53.46994688,1,0,0.5017284,20,13,5,1,0,0
C5866,Manufacturing,APAC,SubIndustry_18,34.21239307,111,47476,Silver,30,,36,8,0,3,2,1,204.8540727,,,,no,8,65.88725245,5,47.3282688,5,0,0.50627979,3,-23,6,2,,1
C5867,BFSI,LATAM,,1091.338327,,38313,,7,1,30,43,1,5,3,5,134.3004636,395.7827515,1,6,1,,75.23794529,6,,3,0,0.266164021,2,-29,9,,0,0
C5868,Technology,APAC,SubIndustry_24,537.9199753,,20649,,0,4,24,21,0,4,3,4,11.29947027,819.4630427,2,4,N,38,81.7796196,,83.37222526,1,1,0.215376964,0,76,8,,0,1
C5869,Retail,NA,SubIndustry_29,382.1973921,142,48523,Silver,26,24,8,32,0,,1,2,64.46687724,259.9148524,1,5,,26,45.22580925,5,45.74889186,4,0,,20,,2,1,1,0
C5870,BFSI,NA,SubIndustry_12,113.2170377,,35334,Silver,10,32,39,37,2,4,1,0,167.2576707,620.088049,1,,Y,11,,,,,1,0.528899427,,56,3,,,0
C5871,BFSI,NA,SubIndustry_4,201.170041,99,44463,Gold,7,,47,27,3,5,0,3,28.29143974,720.1581748,2,5,Y,22,39.88379237,4,28.34356501,4,1,,10,-9,1,5,0,0
C5872,Manufacturing,EMEA,SubIndustry_11,830.8983859,61,35487,,,4,29,8,0,1,2,1,140.1291656,490.675582,0,5,1,44,,5,38.47315621,2,0,,20,47,5,2,1,0
C5873,Technology,EMEA,SubIndustry_18,800.3877098,164,21924,Gold,4,34,12,26,0,4,1,4,34.36568979,,,6,1,48,55.25936,4,33.29713969,,0,0.573477494,1,-66,4,5,0,1
C5874,Retail,EMEA,SubIndustry_1,650.6430072,67,46588,Gold,23,,16,56,0,5,3,2,220.3135719,542.2031718,0,,yes,29,20.29268815,,53.25058395,3,0,0.279412823,2,,10,1,1,0
C5875,BFSI,LATAM,SubIndustry_6,276.9845923,77,37917,Silver,26,22,58,12,,7,1,2,176.5764418,725.2911867,1,7,N,24,39.53947797,3,86.51505104,2,0,0.692694541,10,-76,6,2,0,1
C5876,Technology,NA,SubIndustry_27,801.9947976,92,28652,Gold,0,37,,35,,,1,1,89.25935579,463.8519092,1,7,0,19,73.30710091,6,34.44302779,,1,0.581571255,2,74,7,3,2,1
C5877,Manufacturing,NA,SubIndustry_22,589.9565236,45,33962,Silver,26,10,38,35,1,4,2,,116.5024106,445.5618563,,3,,3,54.54497718,1,19.48583388,1,1,0.603714697,20,80,4,5,0,0
,Retail,NA,SubIndustry_27,630.9848897,91,3058,Gold,19,5,15,9,,4,0,2,106.868763,516.5550748,,7,1,19,29.66164114,7,50.45011543,2,0,0.560709453,10,20,6,,1,0
C5879,Retail,NA,SubIndustry_28,589.2341889,72,,Gold,10,19,5,,2,,,,140.1565071,482.7798976,1,10,1,30,29.52084156,4,36.5503806,3,0,,10,-75,3,2,2,0
C5880,BFSI,NA,SubIndustry_4,198.6025631,,36447,Gold,23,26,,18,,4,4,,153.9952317,441.2948008,0,8,no,39,75.42854864,1,,4,0,0.779407223,20,29,7,5,,0
C5881,Manufacturing,EMEA,SubIndustry_19,260.3678099,113,23939,Silver,9,24,17,0,0,7,3,3,233.6761068,828.1622862,2,7,0,36,,2,48.58922855,,0,0.991786261,4,29,8,1,0,0
C5882,Retail,NA,SubIndustry_28,397.9563667,,22958,Gold,14,13,10,,0,1,3,2,,381.6333342,,2,yes,28,15.08671277,4,64.67066005,1,0,0.778091642,3,-86,8,5,1,0
,Pharma,NA,SubIndustry_10,628.7279415,102,13867,Bronze,29,,,9,1,6,3,2,159.5080701,518.0944738,1,,Y,15,96.769519,1,27.31640482,1,,0.337376765,5,-59,7,1,2,0
C5884,Retail,APAC,SubIndustry_17,223.9135836,,29287,Bronze,13,,23,21,0,2,2,1,127.7997149,464.0844911,2,8,,42,89.23192406,,43.08850627,3,0,0.501653315,0,94,5,4,1,0
C5885,Retail,NA,SubIndustry_17,464.930717,60,,Bronze,44,16,13,45,1,2,1,6,108.4412112,,1,4,yes,47,98.15534906,3,53.94539311,4,1,,5,-26,6,3,2,0
C5886,Retail,EMEA,SubIndustry_6,464.678098,,47719,Bronze,,15,3,3,1,6,1,3,146.8219392,401.4241716,1,5,0,47,10.72357737,1,61.18061734,3,0,0.887457234,0,-9,2,5,1,0
C5887,Pharma,,,658.5479379,59,8099,Gold,22,9,28,17,2,2,,2,152.189353,644.8437381,0,6,Y,28,10.76400039,3,34.83368126,2,0,0.747281323,10,70,3,2,2,0
